"Year","Phrase","Frequency","Corpus"
1996,"derechos",0.000215120765330669,"spa_2019"
1997,"derechos",0.00021535183935027,"spa_2019"
1998,"derechos",0.000216025304065884,"spa_2019"
1999,"derechos",0.000218443969580611,"spa_2019"
2000,"derechos",0.000222745187264601,"spa_2019"
2001,"derechos",0.000226059319434821,"spa_2019"
2002,"derechos",0.000228105108752581,"spa_2019"
2003,"derechos",0.000231785159225443,"spa_2019"
2004,"derechos",0.000233886198007635,"spa_2019"
2005,"derechos",0.000236303564244216,"spa_2019"
2006,"derechos",0.000236978126590007,"spa_2019"
2007,"derechos",0.000231204716588504,"spa_2019"
2008,"derechos",0.000218754821357184,"spa_2019"
2009,"derechos",0.000202080606998477,"spa_2019"
2010,"derechos",0.00018631832374792,"spa_2019"
2011,"derechos",0.000173493128386326,"spa_2019"
2012,"derechos",0.00015902285356008,"spa_2019"
2013,"derechos",0.000146243145406645,"spa_2019"
2014,"derechos",0.00013955267786514,"spa_2019"
2015,"derechos",0.000141212184514318,"spa_2019"
2016,"derechos",0.000146056858024427,"spa_2019"
2017,"derechos",0.000148318426605935,"spa_2019"
2018,"derechos",0.00014873580657877,"spa_2019"
2019,"derechos",0.000151739819557406,"spa_2019"
1800,"(libertad + libertades)",0.000129839403086862,"spa_2019"
1801,"(libertad + libertades)",0.000136234966839766,"spa_2019"
1802,"(libertad + libertades)",0.00013614281408536,"spa_2019"
1803,"(libertad + libertades)",0.000137089556022017,"spa_2019"
1804,"(libertad + libertades)",0.000138066288757597,"spa_2019"
1805,"(libertad + libertades)",0.000147434110723615,"spa_2019"
1806,"(libertad + libertades)",0.000160030415892314,"spa_2019"
1807,"(libertad + libertades)",0.000185904105689718,"spa_2019"
1808,"(libertad + libertades)",0.000227610737835805,"spa_2019"
1809,"(libertad + libertades)",0.000269526294947095,"spa_2019"
1810,"(libertad + libertades)",0.000315348509047908,"spa_2019"
1811,"(libertad + libertades)",0.000338397953588096,"spa_2019"
1812,"(libertad + libertades)",0.000333231649359992,"spa_2019"
1813,"(libertad + libertades)",0.00032718904533015,"spa_2019"
1814,"(libertad + libertades)",0.000312809480094854,"spa_2019"
1815,"(libertad + libertades)",0.000282532902994197,"spa_2019"
1816,"(libertad + libertades)",0.000252758059689638,"spa_2019"
1817,"(libertad + libertades)",0.000244588780788035,"spa_2019"
1818,"(libertad + libertades)",0.000258195612721985,"spa_2019"
1819,"(libertad + libertades)",0.000288213699734894,"spa_2019"
1820,"(libertad + libertades)",0.000317394892168262,"spa_2019"
1821,"(libertad + libertades)",0.000329764866234785,"spa_2019"
1822,"(libertad + libertades)",0.000322508552276953,"spa_2019"
1823,"(libertad + libertades)",0.000322948082742057,"spa_2019"
1824,"(libertad + libertades)",0.000293086685035502,"spa_2019"
1825,"(libertad + libertades)",0.000264658121003387,"spa_2019"
1826,"(libertad + libertades)",0.000237430003055904,"spa_2019"
1827,"(libertad + libertades)",0.000213736366146934,"spa_2019"
1828,"(libertad + libertades)",0.000195885241542523,"spa_2019"
1829,"(libertad + libertades)",0.000194303302253372,"spa_2019"
1830,"(libertad + libertades)",0.000190571598068345,"spa_2019"
1831,"(libertad + libertades)",0.000207678763867339,"spa_2019"
1832,"(libertad + libertades)",0.000217938836742958,"spa_2019"
1833,"(libertad + libertades)",0.000226112053496763,"spa_2019"
1834,"(libertad + libertades)",0.00022726225727508,"spa_2019"
1835,"(libertad + libertades)",0.000235872514102604,"spa_2019"
1836,"(libertad + libertades)",0.000253382729299899,"spa_2019"
1837,"(libertad + libertades)",0.000263772759223814,"spa_2019"
1838,"(libertad + libertades)",0.000255326394575864,"spa_2019"
1839,"(libertad + libertades)",0.000251349323921854,"spa_2019"
1840,"(libertad + libertades)",0.000252201640900499,"spa_2019"
1841,"(libertad + libertades)",0.000255638387118649,"spa_2019"
1842,"(libertad + libertades)",0.000253837346333187,"spa_2019"
1843,"(libertad + libertades)",0.000241496824596002,"spa_2019"
1844,"(libertad + libertades)",0.000233294778549212,"spa_2019"
1845,"(libertad + libertades)",0.000229518734678485,"spa_2019"
1846,"(libertad + libertades)",0.000222736529004968,"spa_2019"
1847,"(libertad + libertades)",0.000216155364017011,"spa_2019"
1848,"(libertad + libertades)",0.000210003303046895,"spa_2019"
1849,"(libertad + libertades)",0.000212729149617579,"spa_2019"
1850,"(libertad + libertades)",0.000214268113138262,"spa_2019"
1851,"(libertad + libertades)",0.000223921592415926,"spa_2019"
1852,"(libertad + libertades)",0.000228184294298574,"spa_2019"
1853,"(libertad + libertades)",0.000234485157696846,"spa_2019"
1854,"(libertad + libertades)",0.000237928038846543,"spa_2019"
1855,"(libertad + libertades)",0.000250463048749745,"spa_2019"
1856,"(libertad + libertades)",0.000245501125911168,"spa_2019"
1857,"(libertad + libertades)",0.000244147464010374,"spa_2019"
1858,"(libertad + libertades)",0.000234778547824785,"spa_2019"
1859,"(libertad + libertades)",0.000228997731158285,"spa_2019"
1860,"(libertad + libertades)",0.000225893104470742,"spa_2019"
1861,"(libertad + libertades)",0.00022875091950222,"spa_2019"
1862,"(libertad + libertades)",0.000225522520200424,"spa_2019"
1863,"(libertad + libertades)",0.000232772554227267,"spa_2019"
1864,"(libertad + libertades)",0.000234695799268333,"spa_2019"
1865,"(libertad + libertades)",0.000246651945937109,"spa_2019"
1866,"(libertad + libertades)",0.000266172136564689,"spa_2019"
1867,"(libertad + libertades)",0.000290830603002438,"spa_2019"
1868,"(libertad + libertades)",0.000300868199181943,"spa_2019"
1869,"(libertad + libertades)",0.000301978637643125,"spa_2019"
1870,"(libertad + libertades)",0.000314049202643218,"spa_2019"
1871,"(libertad + libertades)",0.000327079600797983,"spa_2019"
1872,"(libertad + libertades)",0.000323817970378773,"spa_2019"
1873,"(libertad + libertades)",0.000315985628861069,"spa_2019"
1874,"(libertad + libertades)",0.000296464907348439,"spa_2019"
1875,"(libertad + libertades)",0.0002858144900009,"spa_2019"
1876,"(libertad + libertades)",0.00028520921893817,"spa_2019"
1877,"(libertad + libertades)",0.000272270590357948,"spa_2019"
1878,"(libertad + libertades)",0.000258884622650969,"spa_2019"
1879,"(libertad + libertades)",0.000249623531739677,"spa_2019"
1880,"(libertad + libertades)",0.000241067321569842,"spa_2019"
1881,"(libertad + libertades)",0.000240533385554694,"spa_2019"
1882,"(libertad + libertades)",0.000237780840117401,"spa_2019"
1883,"(libertad + libertades)",0.000231971067998009,"spa_2019"
1884,"(libertad + libertades)",0.000226177816979803,"spa_2019"
1885,"(libertad + libertades)",0.000222960752320692,"spa_2019"
1886,"(libertad + libertades)",0.00022249905487115,"spa_2019"
1887,"(libertad + libertades)",0.000216364317826187,"spa_2019"
1888,"(libertad + libertades)",0.000208038847891398,"spa_2019"
1889,"(libertad + libertades)",0.000206059846927279,"spa_2019"
1890,"(libertad + libertades)",0.000199591106658253,"spa_2019"
1891,"(libertad + libertades)",0.000194524286078896,"spa_2019"
1892,"(libertad + libertades)",0.000193577774552978,"spa_2019"
1893,"(libertad + libertades)",0.000191246904770586,"spa_2019"
1894,"(libertad + libertades)",0.000189897266214497,"spa_2019"
1895,"(libertad + libertades)",0.000187609431642548,"spa_2019"
1896,"(libertad + libertades)",0.000189303857431306,"spa_2019"
1897,"(libertad + libertades)",0.000193526951859115,"spa_2019"
1898,"(libertad + libertades)",0.000196341702966103,"spa_2019"
1899,"(libertad + libertades)",0.000196825011179109,"spa_2019"
1900,"(libertad + libertades)",0.000191178038221551,"spa_2019"
1901,"(libertad + libertades)",0.000188889561026632,"spa_2019"
1902,"(libertad + libertades)",0.000187934079414325,"spa_2019"
1903,"(libertad + libertades)",0.000180365227996455,"spa_2019"
1904,"(libertad + libertades)",0.000172017465826814,"spa_2019"
1905,"(libertad + libertades)",0.000165530040119068,"spa_2019"
1906,"(libertad + libertades)",0.000160787017323725,"spa_2019"
1907,"(libertad + libertades)",0.000169320474794534,"spa_2019"
1908,"(libertad + libertades)",0.000171327581743494,"spa_2019"
1909,"(libertad + libertades)",0.00017101348631903,"spa_2019"
1910,"(libertad + libertades)",0.000176308144156272,"spa_2019"
1911,"(libertad + libertades)",0.000178397168513454,"spa_2019"
1912,"(libertad + libertades)",0.00018138741428889,"spa_2019"
1913,"(libertad + libertades)",0.000183225172025102,"spa_2019"
1914,"(libertad + libertades)",0.000180483131511469,"spa_2019"
1915,"(libertad + libertades)",0.000178069242013277,"spa_2019"
1916,"(libertad + libertades)",0.000180813245606259,"spa_2019"
1917,"(libertad + libertades)",0.000186738607616072,"spa_2019"
1918,"(libertad + libertades)",0.000187804320635873,"spa_2019"
1919,"(libertad + libertades)",0.000187785418477558,"spa_2019"
1920,"(libertad + libertades)",0.000185028901276902,"spa_2019"
1921,"(libertad + libertades)",0.000180575608153179,"spa_2019"
1922,"(libertad + libertades)",0.000178968495155069,"spa_2019"
1923,"(libertad + libertades)",0.000172986884925714,"spa_2019"
1924,"(libertad + libertades)",0.000163632949936852,"spa_2019"
1925,"(libertad + libertades)",0.000162193396006062,"spa_2019"
1926,"(libertad + libertades)",0.000162401880775828,"spa_2019"
1927,"(libertad + libertades)",0.000163874296958966,"spa_2019"
1928,"(libertad + libertades)",0.000161640873297334,"spa_2019"
1929,"(libertad + libertades)",0.000162578992525856,"spa_2019"
1930,"(libertad + libertades)",0.000164835276856528,"spa_2019"
1931,"(libertad + libertades)",0.000164386727062395,"spa_2019"
1932,"(libertad + libertades)",0.000166550620633643,"spa_2019"
1933,"(libertad + libertades)",0.000169837502003897,"spa_2019"
1934,"(libertad + libertades)",0.000173247250001753,"spa_2019"
1935,"(libertad + libertades)",0.000180201351473183,"spa_2019"
1936,"(libertad + libertades)",0.000188377826166938,"spa_2019"
1937,"(libertad + libertades)",0.000192130090389193,"spa_2019"
1938,"(libertad + libertades)",0.000197120882798377,"spa_2019"
1939,"(libertad + libertades)",0.000202089275782263,"spa_2019"
1940,"(libertad + libertades)",0.000202950088480845,"spa_2019"
1941,"(libertad + libertades)",0.000204971523869192,"spa_2019"
1942,"(libertad + libertades)",0.000208994868314351,"spa_2019"
1943,"(libertad + libertades)",0.000208546213018833,"spa_2019"
1944,"(libertad + libertades)",0.000210099539409774,"spa_2019"
1945,"(libertad + libertades)",0.000211803942225483,"spa_2019"
1946,"(libertad + libertades)",0.000211127738501611,"spa_2019"
1947,"(libertad + libertades)",0.000218033930390707,"spa_2019"
1948,"(libertad + libertades)",0.000218780657503105,"spa_2019"
1949,"(libertad + libertades)",0.000218592575038201,"spa_2019"
1950,"(libertad + libertades)",0.000221087393453802,"spa_2019"
1951,"(libertad + libertades)",0.000225386986650327,"spa_2019"
1952,"(libertad + libertades)",0.000226761653980897,"spa_2019"
1953,"(libertad + libertades)",0.000230381485120493,"spa_2019"
1954,"(libertad + libertades)",0.000228776346635381,"spa_2019"
1955,"(libertad + libertades)",0.00022854584390838,"spa_2019"
1956,"(libertad + libertades)",0.00022789492933433,"spa_2019"
1957,"(libertad + libertades)",0.000230276892190367,"spa_2019"
1958,"(libertad + libertades)",0.000231205688578484,"spa_2019"
1959,"(libertad + libertades)",0.000231575726502342,"spa_2019"
1960,"(libertad + libertades)",0.00023164085100039,"spa_2019"
1961,"(libertad + libertades)",0.000228740030252084,"spa_2019"
1962,"(libertad + libertades)",0.000228327091722999,"spa_2019"
1963,"(libertad + libertades)",0.000228091015092754,"spa_2019"
1964,"(libertad + libertades)",0.000221219396865178,"spa_2019"
1965,"(libertad + libertades)",0.000215772523785875,"spa_2019"
1966,"(libertad + libertades)",0.000211308467441995,"spa_2019"
1967,"(libertad + libertades)",0.000207995698864189,"spa_2019"
1968,"(libertad + libertades)",0.000208636236623404,"spa_2019"
1969,"(libertad + libertades)",0.00020793729475242,"spa_2019"
1970,"(libertad + libertades)",0.000207993779050802,"spa_2019"
1971,"(libertad + libertades)",0.000208641883546079,"spa_2019"
1972,"(libertad + libertades)",0.000209740613172471,"spa_2019"
1973,"(libertad + libertades)",0.000214118740197072,"spa_2019"
1974,"(libertad + libertades)",0.000214644634070282,"spa_2019"
1975,"(libertad + libertades)",0.000214261298944101,"spa_2019"
1976,"(libertad + libertades)",0.00021425209005039,"spa_2019"
1977,"(libertad + libertades)",0.000216088267604521,"spa_2019"
1978,"(libertad + libertades)",0.000217252909871084,"spa_2019"
1979,"(libertad + libertades)",0.000217883706812115,"spa_2019"
1980,"(libertad + libertades)",0.000218267163031019,"spa_2019"
1981,"(libertad + libertades)",0.000218791341987006,"spa_2019"
1982,"(libertad + libertades)",0.000219182277110771,"spa_2019"
1983,"(libertad + libertades)",0.000221079852573374,"spa_2019"
1984,"(libertad + libertades)",0.000219206348577115,"spa_2019"
1985,"(libertad + libertades)",0.000218268207650648,"spa_2019"
1986,"(libertad + libertades)",0.000217467839060451,"spa_2019"
1987,"(libertad + libertades)",0.000213467316695772,"spa_2019"
1988,"(libertad + libertades)",0.000210219823722062,"spa_2019"
1989,"(libertad + libertades)",0.000205422901542209,"spa_2019"
1990,"(libertad + libertades)",0.000201278352116268,"spa_2019"
1991,"(libertad + libertades)",0.000196912851606612,"spa_2019"
1992,"(libertad + libertades)",0.000192157413299096,"spa_2019"
1993,"(libertad + libertades)",0.000187389205685966,"spa_2019"
1994,"(libertad + libertades)",0.00018473723607063,"spa_2019"
1995,"(libertad + libertades)",0.000182984915487136,"spa_2019"
1996,"(libertad + libertades)",0.000181432487806887,"spa_2019"
1997,"(libertad + libertades)",0.000179369866860465,"spa_2019"
1998,"(libertad + libertades)",0.000179318363734637,"spa_2019"
1999,"(libertad + libertades)",0.000180043142401181,"spa_2019"
2000,"(libertad + libertades)",0.000180922936903828,"spa_2019"
2001,"(libertad + libertades)",0.000180153003644331,"spa_2019"
2002,"(libertad + libertades)",0.000181269311724463,"spa_2019"
2003,"(libertad + libertades)",0.000182449530776856,"spa_2019"
2004,"(libertad + libertades)",0.000182736208444112,"spa_2019"
2005,"(libertad + libertades)",0.000183123911223707,"spa_2019"
2006,"(libertad + libertades)",0.000181580227425522,"spa_2019"
2007,"(libertad + libertades)",0.000178946060779188,"spa_2019"
2008,"(libertad + libertades)",0.000175009985468932,"spa_2019"
2009,"(libertad + libertades)",0.000166305369280703,"spa_2019"
2010,"(libertad + libertades)",0.000160334992090481,"spa_2019"
2011,"(libertad + libertades)",0.000154792810332895,"spa_2019"
2012,"(libertad + libertades)",0.000146256379204195,"spa_2019"
2013,"(libertad + libertades)",0.000141015152361693,"spa_2019"
2014,"(libertad + libertades)",0.000137115084466391,"spa_2019"
2015,"(libertad + libertades)",0.000135496168695681,"spa_2019"
2016,"(libertad + libertades)",0.000137400385548452,"spa_2019"
2017,"(libertad + libertades)",0.000136768386103843,"spa_2019"
2018,"(libertad + libertades)",0.000136090138039435,"spa_2019"
2019,"(libertad + libertades)",0.000138335086603547,"spa_2019"
1800,"права человека",7.9135207897707e-07,"rus_2019"
1801,"права человека",6.33081663181656e-07,"rus_2019"
1802,"права человека",5.2756805265138e-07,"rus_2019"
1803,"права человека",4.52201187986897e-07,"rus_2019"
1804,"права человека",4.52201187986897e-07,"rus_2019"
1805,"права человека",4.52201187986897e-07,"rus_2019"
1806,"права человека",4.52201187986897e-07,"rus_2019"
1807,"права человека",0,"rus_2019"
1808,"права человека",0,"rus_2019"
1809,"права человека",0,"rus_2019"
1810,"права человека",0,"rus_2019"
1811,"права человека",0,"rus_2019"
1812,"права человека",0,"rus_2019"
1813,"права человека",0,"rus_2019"
1814,"права человека",0,"rus_2019"
1815,"права человека",0,"rus_2019"
1816,"права человека",6.62509007400201e-07,"rus_2019"
1817,"права человека",6.62509007400201e-07,"rus_2019"
1818,"права человека",6.62509007400201e-07,"rus_2019"
1819,"права человека",6.62509007400201e-07,"rus_2019"
1820,"права человека",7.96936343964002e-07,"rus_2019"
1821,"права человека",7.96936343964002e-07,"rus_2019"
1822,"права человека",7.96936343964002e-07,"rus_2019"
1823,"права человека",1.34427336563801e-07,"rus_2019"
1824,"права человека",1.34427336563801e-07,"rus_2019"
1825,"права человека",1.34427336563801e-07,"rus_2019"
1826,"права человека",1.34427336563801e-07,"rus_2019"
1827,"права человека",0,"rus_2019"
1828,"права человека",0,"rus_2019"
1829,"права человека",0,"rus_2019"
1830,"права человека",0,"rus_2019"
1831,"права человека",0,"rus_2019"
1832,"права человека",0,"rus_2019"
1833,"права человека",4.83917119709076e-08,"rus_2019"
1834,"права человека",4.83917119709076e-08,"rus_2019"
1835,"права человека",4.83917119709076e-08,"rus_2019"
1836,"права человека",6.01334063178781e-08,"rus_2019"
1837,"права человека",6.01334063178781e-08,"rus_2019"
1838,"права человека",6.01334063178781e-08,"rus_2019"
1839,"права человека",6.01334063178781e-08,"rus_2019"
1840,"права человека",5.02208398042317e-08,"rus_2019"
1841,"права человека",5.02208398042317e-08,"rus_2019"
1842,"права человека",5.02208398042317e-08,"rus_2019"
1843,"права человека",4.89090916338293e-08,"rus_2019"
1844,"права человека",4.89090916338293e-08,"rus_2019"
